filepath,age,age_group,label
face_age/007/7011.png,7,child,0
face_age/062/6534.png,62,older,5
face_age/026/5054.png,26,youth,2
face_age/036/8027.png,36,mid,3
face_age/023/4033.png,23,youth,2
face_age/057/3028.png,57,mature,4
face_age/024/2128.png,24,youth,2
face_age/060/5019.png,60,mature,4
face_age/022/1591.png,22,youth,2
face_age/048/9591.png,48,mature,4
face_age/052/3819.png,52,mature,4
face_age/090/2976.png,90,older,5
face_age/038/6305.png,38,mid,3
face_age/027/3997.png,27,youth,2
face_age/024/682.png,24,youth,2
face_age/031/6115.png,31,mid,3
face_age/020/2526.png,20,youth,2
face_age/010/141.png,10,child,0
face_age/066/1997.png,66,older,5
face_age/022/5800.png,22,youth,2
face_age/039/3923.png,39,mid,3
face_age/036/9137.png,36,mid,3
face_age/009/4258.png,9,child,0
face_age/073/4536.png,73,older,5
face_age/015/4962.png,15,teen,1
face_age/030/1092.png,30,youth,2
face_age/056/8165.png,56,mature,4
face_age/031/3761.png,31,mid,3
face_age/014/4611.png,14,teen,1
face_age/046/270.png,46,mature,4
face_age/023/4981.png,23,youth,2
face_age/008/7823.png,8,child,0
face_age/020/7767.png,20,youth,2
face_age/085/1054.png,85,older,5
face_age/025/6968.png,25,youth,2
face_age/026/4074.png,26,youth,2
face_age/068/7985.png,68,older,5
face_age/025/6209.png,25,youth,2
face_age/024/5570.png,24,youth,2
face_age/052/6362.png,52,mature,4
face_age/008/209.png,8,child,0
face_age/090/4534.png,90,older,5
face_age/013/3329.png,13,teen,1
face_age/043/5231.png,43,mid,3
face_age/018/4021.png,18,teen,1
face_age/060/7331.png,60,mature,4
face_age/004/9084.png,4,child,0
face_age/014/977.png,14,teen,1
face_age/031/2959.png,31,mid,3
face_age/058/695.png,58,mature,4
face_age/031/7581.png,31,mid,3
face_age/021/3510.png,21,youth,2
face_age/016/9155.png,16,teen,1
face_age/053/502.png,53,mature,4
face_age/018/3388.png,18,teen,1
face_age/026/458.png,26,youth,2
face_age/037/8489.png,37,mid,3
face_age/025/6093.png,25,youth,2
face_age/016/5444.png,16,teen,1
face_age/067/1636.png,67,older,5
face_age/067/4418.png,67,older,5
face_age/004/2917.png,4,child,0
face_age/040/3802.png,40,mid,3
face_age/037/1675.png,37,mid,3
face_age/070/9659.png,70,older,5
face_age/012/3336.png,12,child,0
face_age/019/8107.png,19,teen,1
face_age/017/4966.png,17,teen,1
face_age/036/753.png,36,mid,3
face_age/038/1884.png,38,mid,3
face_age/073/6127.png,73,older,5
face_age/027/1832.png,27,youth,2
face_age/058/906.png,58,mature,4
face_age/011/3279.png,11,child,0
face_age/031/6268.png,31,mid,3
face_age/016/9750.png,16,teen,1
face_age/042/7593.png,42,mid,3
face_age/040/7774.png,40,mid,3
face_age/049/4643.png,49,mature,4
face_age/014/5762.png,14,teen,1
face_age/035/2830.png,35,mid,3
face_age/016/5878.png,16,teen,1
face_age/076/8057.png,76,older,5
face_age/039/7345.png,39,mid,3
face_age/043/3331.png,43,mid,3
face_age/025/3852.png,25,youth,2
face_age/004/4773.png,4,child,0
face_age/016/5375.png,16,teen,1
face_age/054/2332.png,54,mature,4
face_age/086/2792.png,86,older,5
face_age/033/2328.png,33,mid,3
face_age/040/1340.png,40,mid,3
face_age/053/3993.png,53,mature,4
face_age/053/9603.png,53,mature,4
face_age/026/1086.png,26,youth,2
face_age/050/4499.png,50,mature,4
face_age/029/5906.png,29,youth,2
face_age/030/741.png,30,youth,2
face_age/008/4.png,8,child,0
face_age/020/5156.png,20,youth,2
face_age/039/5943.png,39,mid,3
face_age/042/451.png,42,mid,3
face_age/035/9699.png,35,mid,3
face_age/075/2966.png,75,older,5
face_age/012/7649.png,12,child,0
face_age/007/2795.png,7,child,0
face_age/009/9309.png,9,child,0
face_age/008/6361.png,8,child,0
face_age/090/7245.png,90,older,5
face_age/037/2110.png,37,mid,3
face_age/057/7178.png,57,mature,4
face_age/051/5971.png,51,mature,4
face_age/062/6440.png,62,older,5
face_age/070/3998.png,70,older,5
face_age/053/3185.png,53,mature,4
face_age/006/8897.png,6,child,0
face_age/014/7439.png,14,teen,1
face_age/016/7779.png,16,teen,1
face_age/015/1472.png,15,teen,1
face_age/021/7043.png,21,youth,2
face_age/034/391.png,34,mid,3
face_age/072/426.png,72,older,5
face_age/034/5471.png,34,mid,3
face_age/014/4701.png,14,teen,1
face_age/075/8327.png,75,older,5
face_age/090/6044.png,90,older,5
face_age/008/6782.png,8,child,0
face_age/016/5512.png,16,teen,1
face_age/053/5958.png,53,mature,4
face_age/021/4765.png,21,youth,2
face_age/006/2394.png,6,child,0
face_age/015/4857.png,15,teen,1
face_age/062/2606.png,62,older,5
face_age/008/3574.png,8,child,0
face_age/004/6599.png,4,child,0
face_age/015/3801.png,15,teen,1
face_age/005/976.png,5,child,0
face_age/010/8549.png,10,child,0
face_age/085/5893.png,85,older,5
face_age/016/3662.png,16,teen,1
face_age/070/7452.png,70,older,5
face_age/034/1457.png,34,mid,3
face_age/029/1646.png,29,youth,2
face_age/004/3777.png,4,child,0
face_age/065/3546.png,65,older,5
face_age/008/5830.png,8,child,0
face_age/005/7579.png,5,child,0
face_age/044/8668.png,44,mid,3
face_age/013/654.png,13,teen,1
face_age/037/2631.png,37,mid,3
face_age/021/9410.png,21,youth,2
face_age/050/6479.png,50,mature,4
face_age/017/894.png,17,teen,1
face_age/061/4226.png,61,older,5
face_age/026/610.png,26,youth,2
face_age/030/32.png,30,youth,2
face_age/005/626.png,5,child,0
face_age/033/3222.png,33,mid,3
face_age/035/2943.png,35,mid,3
face_age/014/8461.png,14,teen,1
face_age/009/3590.png,9,child,0
face_age/005/7540.png,5,child,0
face_age/012/5473.png,12,child,0
face_age/008/6.png,8,child,0
face_age/050/3890.png,50,mature,4
face_age/053/2333.png,53,mature,4
face_age/009/12.png,9,child,0
face_age/049/9553.png,49,mature,4
face_age/085/9472.png,85,older,5
face_age/046/6102.png,46,mature,4
face_age/010/2835.png,10,child,0
face_age/066/9346.png,66,older,5
face_age/038/8984.png,38,mid,3
face_age/024/5445.png,24,youth,2
face_age/039/71.png,39,mid,3
face_age/026/1656.png,26,youth,2
face_age/009/7465.png,9,child,0
face_age/089/8657.png,89,older,5
face_age/075/3425.png,75,older,5
face_age/018/4435.png,18,teen,1
face_age/007/1719.png,7,child,0
face_age/033/6719.png,33,mid,3
face_age/068/7330.png,68,older,5
face_age/030/52.png,30,youth,2
face_age/025/3136.png,25,youth,2
face_age/029/5760.png,29,youth,2
face_age/056/7970.png,56,mature,4
face_age/060/4539.png,60,mature,4
face_age/026/5667.png,26,youth,2
face_age/066/3912.png,66,older,5
face_age/016/6954.png,16,teen,1
face_age/027/3429.png,27,youth,2
face_age/004/1815.png,4,child,0
face_age/070/2180.png,70,older,5
face_age/011/7414.png,11,child,0
face_age/039/7807.png,39,mid,3
face_age/060/7396.png,60,mature,4
face_age/073/1008.png,73,older,5
face_age/007/9393.png,7,child,0
face_age/085/2292.png,85,older,5
face_age/024/1391.png,24,youth,2
face_age/070/646.png,70,older,5
face_age/049/6074.png,49,mature,4
face_age/072/7263.png,72,older,5
face_age/045/2221.png,45,mid,3
face_age/014/4957.png,14,teen,1
face_age/024/9769.png,24,youth,2
face_age/008/5310.png,8,child,0
face_age/087/6531.png,87,older,5
face_age/053/3987.png,53,mature,4
face_age/027/1180.png,27,youth,2
face_age/050/6991.png,50,mature,4
face_age/026/7715.png,26,youth,2
face_age/016/5791.png,16,teen,1
face_age/046/8201.png,46,mature,4
face_age/036/7155.png,36,mid,3
face_age/004/6010.png,4,child,0
face_age/059/4364.png,59,mature,4
face_age/046/65.png,46,mature,4
face_age/035/800.png,35,mid,3
face_age/035/9265.png,35,mid,3
face_age/008/619.png,8,child,0
face_age/063/20.png,63,older,5
face_age/085/48.png,85,older,5
face_age/054/3663.png,54,mature,4
face_age/047/6001.png,47,mature,4
face_age/078/5541.png,78,older,5
face_age/021/4302.png,21,youth,2
face_age/022/3911.png,22,youth,2
face_age/036/1942.png,36,mid,3
face_age/075/8325.png,75,older,5
face_age/027/3824.png,27,youth,2
face_age/070/4141.png,70,older,5
face_age/051/2779.png,51,mature,4
face_age/008/4278.png,8,child,0
face_age/005/5469.png,5,child,0
face_age/026/9234.png,26,youth,2
face_age/016/4780.png,16,teen,1
face_age/078/8417.png,78,older,5
face_age/056/1564.png,56,mature,4
face_age/025/590.png,25,youth,2
face_age/038/3473.png,38,mid,3
face_age/009/7878.png,9,child,0
face_age/085/2783.png,85,older,5
face_age/008/1309.png,8,child,0
face_age/042/4812.png,42,mid,3
face_age/024/1394.png,24,youth,2
face_age/027/5609.png,27,youth,2
face_age/039/8815.png,39,mid,3
face_age/027/4599.png,27,youth,2
face_age/056/9399.png,56,mature,4
face_age/055/3017.png,55,mature,4
face_age/085/3652.png,85,older,5
face_age/043/4975.png,43,mid,3
face_age/012/1569.png,12,child,0
face_age/026/3588.png,26,youth,2
face_age/008/8616.png,8,child,0
face_age/010/3342.png,10,child,0
face_age/034/2991.png,34,mid,3
face_age/012/4687.png,12,child,0
face_age/010/7545.png,10,child,0
face_age/022/5073.png,22,youth,2
face_age/034/388.png,34,mid,3
face_age/056/5986.png,56,mature,4
face_age/021/6008.png,21,youth,2
face_age/014/2382.png,14,teen,1
face_age/053/2676.png,53,mature,4
face_age/067/659.png,67,older,5
face_age/059/4461.png,59,mature,4
face_age/016/691.png,16,teen,1
face_age/054/6287.png,54,mature,4
face_age/029/1964.png,29,youth,2
face_age/025/4297.png,25,youth,2
face_age/021/4223.png,21,youth,2
face_age/058/7936.png,58,mature,4
face_age/036/8837.png,36,mid,3
face_age/007/3370.png,7,child,0
face_age/057/5678.png,57,mature,4
face_age/050/3053.png,50,mature,4
face_age/058/5080.png,58,mature,4
face_age/024/2449.png,24,youth,2
face_age/004/8130.png,4,child,0
face_age/040/6764.png,40,mid,3
face_age/077/4707.png,77,older,5
face_age/046/1863.png,46,mature,4
face_age/056/9105.png,56,mature,4
face_age/068/6319.png,68,older,5
face_age/018/1768.png,18,teen,1
face_age/008/1689.png,8,child,0
face_age/017/3585.png,17,teen,1
face_age/040/3036.png,40,mid,3
face_age/060/6608.png,60,mature,4
face_age/029/9043.png,29,youth,2
face_age/054/7981.png,54,mature,4
face_age/009/1489.png,9,child,0
face_age/024/5852.png,24,youth,2
face_age/060/2525.png,60,mature,4
face_age/030/6882.png,30,youth,2
face_age/013/4808.png,13,teen,1
face_age/028/5535.png,28,youth,2
face_age/055/5989.png,55,mature,4
face_age/005/9052.png,5,child,0
face_age/064/5339.png,64,older,5
face_age/066/5028.png,66,older,5
face_age/065/2730.png,65,older,5
face_age/045/2908.png,45,mid,3
face_age/034/5314.png,34,mid,3
face_age/027/6381.png,27,youth,2
face_age/073/1631.png,73,older,5
face_age/023/2556.png,23,youth,2
face_age/030/5901.png,30,youth,2
face_age/004/2667.png,4,child,0
face_age/053/9743.png,53,mature,4
face_age/052/6064.png,52,mature,4
face_age/061/3905.png,61,older,5
face_age/078/1707.png,78,older,5
face_age/068/8245.png,68,older,5
face_age/076/6656.png,76,older,5
face_age/026/1436.png,26,youth,2
face_age/056/679.png,56,mature,4
face_age/018/1174.png,18,teen,1
face_age/041/7954.png,41,mid,3
face_age/030/3103.png,30,youth,2
face_age/025/8405.png,25,youth,2
face_age/008/4113.png,8,child,0
face_age/013/4068.png,13,teen,1
face_age/024/6110.png,24,youth,2
face_age/029/5550.png,29,youth,2
face_age/008/3325.png,8,child,0
face_age/046/3234.png,46,mature,4
face_age/054/5575.png,54,mature,4
face_age/004/8436.png,4,child,0
face_age/062/643.png,62,older,5
face_age/045/199.png,45,mid,3
face_age/016/8255.png,16,teen,1
face_age/052/6739.png,52,mature,4
face_age/050/4741.png,50,mature,4
face_age/031/4243.png,31,mid,3
face_age/007/5915.png,7,child,0
face_age/021/3570.png,21,youth,2
face_age/068/8415.png,68,older,5
face_age/049/1561.png,49,mature,4
face_age/088/6999.png,88,older,5
face_age/026/5688.png,26,youth,2
face_age/052/8007.png,52,mature,4
face_age/008/2648.png,8,child,0
face_age/061/7234.png,61,older,5
face_age/032/529.png,32,mid,3
face_age/035/4983.png,35,mid,3
face_age/051/6902.png,51,mature,4
face_age/065/7266.png,65,older,5
face_age/028/598.png,28,youth,2
face_age/046/6306.png,46,mature,4
face_age/069/2305.png,69,older,5
face_age/017/3341.png,17,teen,1
face_age/009/8981.png,9,child,0
face_age/032/509.png,32,mid,3
face_age/053/4713.png,53,mature,4
face_age/008/4579.png,8,child,0
face_age/035/7318.png,35,mid,3
face_age/080/7996.png,80,older,5
face_age/008/1325.png,8,child,0
face_age/056/2258.png,56,mature,4
face_age/025/4306.png,25,youth,2
face_age/012/5925.png,12,child,0
face_age/043/788.png,43,mid,3
face_age/012/7940.png,12,child,0
face_age/028/6360.png,28,youth,2
face_age/060/1932.png,60,mature,4
face_age/037/6825.png,37,mid,3
face_age/060/1833.png,60,mature,4
face_age/023/6171.png,23,youth,2
face_age/043/2427.png,43,mid,3
face_age/008/5224.png,8,child,0
face_age/028/7340.png,28,youth,2
face_age/080/4245.png,80,older,5
face_age/016/8754.png,16,teen,1
face_age/010/582.png,10,child,0
face_age/010/7568.png,10,child,0
face_age/029/91.png,29,youth,2
face_age/074/8601.png,74,older,5
face_age/029/9441.png,29,youth,2
face_age/010/220.png,10,child,0
face_age/025/686.png,25,youth,2
face_age/090/6878.png,90,older,5
face_age/005/2547.png,5,child,0
face_age/032/6244.png,32,mid,3
face_age/030/7778.png,30,youth,2
face_age/065/6484.png,65,older,5
face_age/060/3154.png,60,mature,4
face_age/014/6573.png,14,teen,1
face_age/035/2770.png,35,mid,3
face_age/068/4065.png,68,older,5
face_age/029/5918.png,29,youth,2
face_age/070/5344.png,70,older,5
face_age/009/144.png,9,child,0
face_age/017/9465.png,17,teen,1
face_age/008/3001.png,8,child,0
face_age/020/9594.png,20,youth,2
face_age/023/6663.png,23,youth,2
face_age/039/913.png,39,mid,3
face_age/075/4429.png,75,older,5
face_age/050/8819.png,50,mature,4
face_age/060/9116.png,60,mature,4
face_age/027/3311.png,27,youth,2
face_age/005/7269.png,5,child,0
face_age/038/2803.png,38,mid,3
face_age/075/2148.png,75,older,5
face_age/068/3742.png,68,older,5
face_age/006/2737.png,6,child,0
face_age/026/9088.png,26,youth,2
face_age/021/2481.png,21,youth,2
face_age/026/5353.png,26,youth,2
face_age/015/1738.png,15,teen,1
face_age/035/3863.png,35,mid,3
face_age/072/5072.png,72,older,5
face_age/034/6426.png,34,mid,3
face_age/020/4285.png,20,youth,2
face_age/078/6826.png,78,older,5
face_age/054/3378.png,54,mature,4
face_age/006/2306.png,6,child,0
face_age/046/1583.png,46,mature,4
face_age/024/536.png,24,youth,2
face_age/006/47.png,6,child,0
face_age/047/3914.png,47,mature,4
face_age/029/7421.png,29,youth,2
face_age/011/7596.png,11,child,0
face_age/055/9355.png,55,mature,4
face_age/013/3494.png,13,teen,1
face_age/082/2319.png,82,older,5
face_age/026/2909.png,26,youth,2
face_age/025/1483.png,25,youth,2
face_age/036/3032.png,36,mid,3
face_age/014/6781.png,14,teen,1
face_age/057/9163.png,57,mature,4
face_age/029/5930.png,29,youth,2
face_age/037/533.png,37,mid,3
face_age/013/7632.png,13,teen,1
face_age/006/8755.png,6,child,0
face_age/024/5556.png,24,youth,2
face_age/024/6113.png,24,youth,2
face_age/040/1349.png,40,mid,3
face_age/012/5139.png,12,child,0
face_age/032/5661.png,32,mid,3
face_age/025/7707.png,25,youth,2
face_age/049/7228.png,49,mature,4
face_age/009/3835.png,9,child,0
face_age/015/6768.png,15,teen,1
face_age/065/734.png,65,older,5
face_age/021/9466.png,21,youth,2
face_age/047/2887.png,47,mature,4
face_age/014/513.png,14,teen,1
face_age/010/3518.png,10,child,0
face_age/072/5048.png,72,older,5
face_age/012/512.png,12,child,0
face_age/052/9398.png,52,mature,4
face_age/030/4383.png,30,youth,2
face_age/014/1221.png,14,teen,1
face_age/010/9013.png,10,child,0
face_age/019/8721.png,19,teen,1
face_age/039/7982.png,39,mid,3
face_age/018/108.png,18,teen,1
face_age/047/540.png,47,mature,4
face_age/090/9306.png,90,older,5
face_age/034/1010.png,34,mid,3
face_age/062/2659.png,62,older,5
face_age/049/104.png,49,mature,4
face_age/028/6567.png,28,youth,2
face_age/085/1268.png,85,older,5
face_age/014/1135.png,14,teen,1
face_age/013/7078.png,13,teen,1
face_age/039/877.png,39,mid,3
face_age/005/4170.png,5,child,0
face_age/026/5003.png,26,youth,2
face_age/038/2844.png,38,mid,3
face_age/026/1255.png,26,youth,2
face_age/016/9125.png,16,teen,1
face_age/063/6693.png,63,older,5
face_age/036/6945.png,36,mid,3
face_age/008/7659.png,8,child,0
face_age/025/4156.png,25,youth,2
face_age/078/6671.png,78,older,5
face_age/056/3740.png,56,mature,4
face_age/057/7350.png,57,mature,4
face_age/080/8665.png,80,older,5
face_age/014/541.png,14,teen,1
face_age/069/6684.png,69,older,5
face_age/080/7168.png,80,older,5
face_age/018/558.png,18,teen,1
face_age/046/981.png,46,mature,4
face_age/051/1563.png,51,mature,4
face_age/026/50.png,26,youth,2
face_age/027/7798.png,27,youth,2
face_age/005/723.png,5,child,0
face_age/035/3382.png,35,mid,3
face_age/054/5832.png,54,mature,4
face_age/056/5479.png,56,mature,4
face_age/028/3847.png,28,youth,2
face_age/038/8911.png,38,mid,3
face_age/065/9582.png,65,older,5
face_age/082/1265.png,82,older,5
face_age/055/9375.png,55,mature,4
face_age/047/4475.png,47,mature,4
face_age/052/4994.png,52,mature,4
face_age/021/9429.png,21,youth,2
face_age/058/37.png,58,mature,4
face_age/090/99.png,90,older,5
face_age/028/3926.png,28,youth,2
face_age/036/9182.png,36,mid,3
face_age/015/9256.png,15,teen,1
face_age/018/3967.png,18,teen,1
face_age/021/746.png,21,youth,2
face_age/005/3870.png,5,child,0
face_age/052/5252.png,52,mature,4
face_age/004/5288.png,4,child,0
face_age/055/7751.png,55,mature,4
face_age/024/6422.png,24,youth,2
face_age/018/3098.png,18,teen,1
face_age/053/862.png,53,mature,4
face_age/053/5625.png,53,mature,4
face_age/023/4903.png,23,youth,2
face_age/023/8456.png,23,youth,2
face_age/032/4242.png,32,mid,3
face_age/013/7416.png,13,teen,1
face_age/025/4460.png,25,youth,2
face_age/037/1129.png,37,mid,3
face_age/007/5553.png,7,child,0
face_age/016/1270.png,16,teen,1
face_age/079/871.png,79,older,5
face_age/025/3100.png,25,youth,2
face_age/068/3670.png,68,older,5
face_age/031/7476.png,31,mid,3
face_age/035/3260.png,35,mid,3
face_age/072/3562.png,72,older,5
face_age/031/8013.png,31,mid,3
face_age/014/9412.png,14,teen,1
face_age/004/7300.png,4,child,0
face_age/005/2494.png,5,child,0
face_age/039/6483.png,39,mid,3
face_age/067/2697.png,67,older,5
face_age/076/446.png,76,older,5
face_age/056/2192.png,56,mature,4
face_age/056/1641.png,56,mature,4
face_age/065/630.png,65,older,5
face_age/008/2016.png,8,child,0
face_age/021/1772.png,21,youth,2
face_age/047/1251.png,47,mature,4
face_age/008/5042.png,8,child,0
face_age/053/361.png,53,mature,4
face_age/025/2822.png,25,youth,2
face_age/042/6116.png,42,mid,3
face_age/023/7625.png,23,youth,2
face_age/058/5743.png,58,mature,4
face_age/060/7620.png,60,mature,4
face_age/008/9242.png,8,child,0
face_age/064/5434.png,64,older,5
face_age/031/1721.png,31,mid,3
face_age/049/3054.png,49,mature,4
face_age/040/6525.png,40,mid,3
face_age/060/6789.png,60,mature,4
face_age/085/2864.png,85,older,5
face_age/053/6022.png,53,mature,4
face_age/060/8279.png,60,mature,4
face_age/051/4394.png,51,mature,4
face_age/005/4142.png,5,child,0
face_age/015/9566.png,15,teen,1
face_age/032/4214.png,32,mid,3
face_age/072/2216.png,72,older,5
face_age/026/6485.png,26,youth,2
face_age/075/8471.png,75,older,5
face_age/004/8224.png,4,child,0
face_age/012/9148.png,12,child,0
face_age/029/5508.png,29,youth,2
face_age/032/4155.png,32,mid,3
face_age/076/8406.png,76,older,5
face_age/031/2059.png,31,mid,3
face_age/056/5785.png,56,mature,4
face_age/031/1467.png,31,mid,3
face_age/049/2127.png,49,mature,4
face_age/065/4151.png,65,older,5
face_age/066/2426.png,66,older,5
face_age/016/8305.png,16,teen,1
face_age/051/2671.png,51,mature,4
face_age/016/1742.png,16,teen,1
face_age/008/6645.png,8,child,0
face_age/076/9046.png,76,older,5
face_age/071/8397.png,71,older,5
face_age/071/9319.png,71,older,5
face_age/030/2750.png,30,youth,2
face_age/022/3257.png,22,youth,2
face_age/013/1264.png,13,teen,1
face_age/059/5598.png,59,mature,4
face_age/024/5341.png,24,youth,2
face_age/080/1897.png,80,older,5
face_age/017/8206.png,17,teen,1
face_age/028/7378.png,28,youth,2
face_age/016/2204.png,16,teen,1
face_age/011/3748.png,11,child,0
face_age/051/9545.png,51,mature,4
face_age/030/4268.png,30,youth,2
face_age/037/5862.png,37,mid,3
face_age/020/3963.png,20,youth,2
face_age/088/5102.png,88,older,5
face_age/056/2438.png,56,mature,4
face_age/007/4867.png,7,child,0
face_age/027/471.png,27,youth,2
face_age/066/8378.png,66,older,5
face_age/005/4094.png,5,child,0
face_age/078/68.png,78,older,5
face_age/049/6309.png,49,mature,4
face_age/005/9209.png,5,child,0
face_age/021/2919.png,21,youth,2
face_age/035/4675.png,35,mid,3
face_age/054/6766.png,54,mature,4
face_age/014/2543.png,14,teen,1
face_age/037/4825.png,37,mid,3
face_age/038/3283.png,38,mid,3
face_age/051/4057.png,51,mature,4
face_age/033/7822.png,33,mid,3
face_age/045/8770.png,45,mid,3
face_age/015/4615.png,15,teen,1
face_age/008/2444.png,8,child,0
face_age/004/9608.png,4,child,0
face_age/040/7556.png,40,mid,3
face_age/039/7451.png,39,mid,3
face_age/076/4598.png,76,older,5
face_age/075/9000.png,75,older,5
face_age/076/7187.png,76,older,5
face_age/017/3010.png,17,teen,1
face_age/021/5122.png,21,youth,2
face_age/067/22.png,67,older,5
face_age/035/2385.png,35,mid,3
face_age/007/9241.png,7,child,0
face_age/045/8084.png,45,mid,3
face_age/039/9435.png,39,mid,3
face_age/004/2776.png,4,child,0
face_age/019/9719.png,19,teen,1
face_age/022/1840.png,22,youth,2
face_age/049/2977.png,49,mature,4
face_age/049/5172.png,49,mature,4
face_age/013/4314.png,13,teen,1
face_age/062/739.png,62,older,5
face_age/028/41.png,28,youth,2
face_age/037/5190.png,37,mid,3
face_age/024/3447.png,24,youth,2
face_age/026/2804.png,26,youth,2
face_age/026/267.png,26,youth,2
face_age/020/1796.png,20,youth,2
face_age/048/396.png,48,mature,4
face_age/005/8873.png,5,child,0
face_age/058/3166.png,58,mature,4
face_age/063/5279.png,63,older,5
face_age/072/1517.png,72,older,5
face_age/021/946.png,21,youth,2
face_age/029/9282.png,29,youth,2
face_age/024/1642.png,24,youth,2
face_age/004/6341.png,4,child,0
face_age/050/8720.png,50,mature,4
face_age/051/6149.png,51,mature,4
face_age/056/8843.png,56,mature,4
face_age/024/6415.png,24,youth,2
face_age/056/6560.png,56,mature,4
face_age/015/6967.png,15,teen,1
face_age/026/3656.png,26,youth,2
face_age/005/4395.png,5,child,0
face_age/051/7848.png,51,mature,4
face_age/038/7146.png,38,mid,3
face_age/051/7327.png,51,mature,4
face_age/072/4011.png,72,older,5
face_age/007/4876.png,7,child,0
face_age/077/5525.png,77,older,5
face_age/024/9044.png,24,youth,2
face_age/039/5173.png,39,mid,3
face_age/030/1271.png,30,youth,2
face_age/012/6099.png,12,child,0
face_age/039/5407.png,39,mid,3
face_age/012/4873.png,12,child,0
face_age/038/6396.png,38,mid,3
face_age/040/7094.png,40,mid,3
face_age/058/1088.png,58,mature,4
face_age/005/2850.png,5,child,0
face_age/016/9612.png,16,teen,1
face_age/013/1599.png,13,teen,1
face_age/026/9220.png,26,youth,2
face_age/039/3851.png,39,mid,3
face_age/066/5879.png,66,older,5
face_age/018/8894.png,18,teen,1
face_age/053/1604.png,53,mature,4
face_age/023/6103.png,23,youth,2
face_age/042/3433.png,42,mid,3
face_age/004/9683.png,4,child,0
face_age/010/7012.png,10,child,0
face_age/030/60.png,30,youth,2
face_age/060/6352.png,60,mature,4
face_age/016/2037.png,16,teen,1
face_age/072/7179.png,72,older,5
face_age/008/2641.png,8,child,0
face_age/068/8299.png,68,older,5
face_age/070/4180.png,70,older,5
face_age/008/1620.png,8,child,0
face_age/052/1192.png,52,mature,4
face_age/004/8794.png,4,child,0
face_age/035/7663.png,35,mid,3
face_age/076/9618.png,76,older,5
face_age/037/2383.png,37,mid,3
face_age/029/5689.png,29,youth,2
face_age/006/2519.png,6,child,0
face_age/008/969.png,8,child,0
face_age/053/2610.png,53,mature,4
face_age/080/7769.png,80,older,5
face_age/004/5453.png,4,child,0
face_age/034/3651.png,34,mid,3
face_age/008/6550.png,8,child,0
face_age/049/9523.png,49,mature,4
face_age/085/4504.png,85,older,5
face_age/059/2781.png,59,mature,4
face_age/057/9208.png,57,mature,4
face_age/049/2833.png,49,mature,4
face_age/007/6944.png,7,child,0
face_age/027/4496.png,27,youth,2
face_age/014/8322.png,14,teen,1
face_age/016/9579.png,16,teen,1
face_age/040/2248.png,40,mid,3
face_age/016/5916.png,16,teen,1
face_age/007/8441.png,7,child,0
face_age/004/1063.png,4,child,0
face_age/028/9765.png,28,youth,2
face_age/043/9517.png,43,mid,3
face_age/015/7208.png,15,teen,1
face_age/014/8891.png,14,teen,1
face_age/026/3955.png,26,youth,2
face_age/023/8678.png,23,youth,2
face_age/008/3597.png,8,child,0
face_age/055/8109.png,55,mature,4
face_age/060/6784.png,60,mature,4
face_age/053/992.png,53,mature,4
face_age/007/4806.png,7,child,0
face_age/034/7818.png,34,mid,3
face_age/061/7192.png,61,older,5
face_age/070/3648.png,70,older,5
face_age/030/2278.png,30,youth,2
face_age/005/5390.png,5,child,0
face_age/075/1283.png,75,older,5
face_age/008/954.png,8,child,0
face_age/014/1652.png,14,teen,1
face_age/028/4543.png,28,youth,2
face_age/052/5134.png,52,mature,4
face_age/062/7624.png,62,older,5
face_age/011/317.png,11,child,0
face_age/030/777.png,30,youth,2
face_age/023/3186.png,23,youth,2
face_age/015/347.png,15,teen,1
face_age/015/1143.png,15,teen,1
face_age/055/1275.png,55,mature,4
face_age/005/9153.png,5,child,0
face_age/052/5931.png,52,mature,4
face_age/010/8881.png,10,child,0
face_age/028/4811.png,28,youth,2
face_age/018/3306.png,18,teen,1
face_age/018/9360.png,18,teen,1
face_age/004/2643.png,4,child,0
face_age/040/228.png,40,mid,3
face_age/053/7026.png,53,mature,4
face_age/072/1860.png,72,older,5
face_age/026/4939.png,26,youth,2
face_age/060/6769.png,60,mature,4
face_age/040/2067.png,40,mid,3
face_age/047/2786.png,47,mature,4
face_age/025/4779.png,25,youth,2
face_age/016/5654.png,16,teen,1
face_age/026/4340.png,26,youth,2
face_age/045/1073.png,45,mid,3
face_age/016/8444.png,16,teen,1
face_age/017/1097.png,17,teen,1
face_age/013/6863.png,13,teen,1
face_age/033/5326.png,33,mid,3
face_age/016/6883.png,16,teen,1
face_age/025/5526.png,25,youth,2
face_age/022/3500.png,22,youth,2
face_age/024/9311.png,24,youth,2
face_age/020/1854.png,20,youth,2
face_age/004/4358.png,4,child,0
face_age/010/6907.png,10,child,0
face_age/052/742.png,52,mature,4
face_age/049/8198.png,49,mature,4
face_age/043/2717.png,43,mid,3
face_age/022/3875.png,22,youth,2
face_age/054/3372.png,54,mature,4
face_age/027/1165.png,27,youth,2
face_age/042/4911.png,42,mid,3
face_age/008/9564.png,8,child,0
face_age/050/8824.png,50,mature,4
face_age/089/1542.png,89,older,5
face_age/048/6978.png,48,mature,4
face_age/049/5980.png,49,mature,4
face_age/049/8085.png,49,mature,4
